               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.022721,            0.012409,            0.020742,             0.52942,             0.76414,             0.64353,             0.57035,            0.015617,           0.0048045,            0.016605,            0.005116,            0.005116,            0.005116
                 150,            0.022779,            0.012408,            0.021133,             0.52982,             0.76378,             0.64333,             0.57034,              0.0156,            0.004802,            0.016598,            0.005083,            0.005083,            0.005083
                 151,            0.022104,             0.01248,            0.021343,             0.52998,             0.76876,             0.64329,             0.57057,            0.015582,           0.0047989,            0.016586,             0.00505,             0.00505,             0.00505
                 152,            0.022978,            0.012357,            0.020581,             0.53103,             0.76685,             0.64348,             0.57093,            0.015585,           0.0047933,            0.016569,            0.005017,            0.005017,            0.005017
                 153,            0.022317,            0.012444,            0.020996,             0.53031,             0.76288,             0.64343,             0.57075,            0.015582,             0.00479,            0.016557,            0.004984,            0.004984,            0.004984
                 154,            0.023406,             0.01259,            0.021999,              0.5308,             0.76156,             0.64398,             0.57134,             0.01557,           0.0047886,            0.016541,            0.004951,            0.004951,            0.004951
                 155,            0.022478,            0.012266,            0.020573,             0.53041,             0.76204,             0.64447,             0.57177,            0.015552,           0.0047858,            0.016514,            0.004918,            0.004918,            0.004918
                 156,            0.022388,             0.01258,            0.020887,             0.53071,             0.76347,             0.64518,             0.57256,            0.015535,           0.0047848,            0.016494,            0.004885,            0.004885,            0.004885
                 157,            0.023009,              0.0123,             0.02199,             0.53302,             0.76156,             0.64541,             0.57279,            0.015525,           0.0047843,             0.01648,            0.004852,            0.004852,            0.004852
                 158,            0.022345,            0.012392,            0.020863,             0.53425,             0.75895,             0.64527,             0.57279,            0.015509,            0.004783,            0.016469,            0.004819,            0.004819,            0.004819
                 159,            0.023386,            0.012299,            0.020882,             0.53374,             0.76278,             0.64583,             0.57311,            0.015497,           0.0047784,            0.016454,            0.004786,            0.004786,            0.004786
                 160,            0.022779,            0.012164,            0.020502,             0.53179,             0.76469,             0.64591,             0.57331,            0.015489,           0.0047731,            0.016437,            0.004753,            0.004753,            0.004753
                 161,            0.021895,            0.012253,            0.019989,             0.53378,              0.7627,             0.64643,             0.57369,            0.015466,           0.0047688,            0.016429,             0.00472,             0.00472,             0.00472
                 162,            0.022109,             0.01233,            0.020329,             0.53335,             0.75974,             0.64663,             0.57382,             0.01545,           0.0047634,            0.016403,            0.004687,            0.004687,            0.004687
                 163,            0.021933,            0.012514,            0.020326,             0.53493,             0.75786,             0.64693,             0.57424,            0.015426,           0.0047578,             0.01639,            0.004654,            0.004654,            0.004654
                 164,            0.021937,            0.012275,            0.019626,             0.53403,              0.7616,              0.6471,             0.57433,            0.015401,           0.0047521,            0.016377,            0.004621,            0.004621,            0.004621
                 165,            0.021511,            0.012297,            0.019781,             0.53721,             0.75954,             0.64739,             0.57523,            0.015391,           0.0047479,            0.016364,            0.004588,            0.004588,            0.004588
                 166,            0.022699,            0.012405,            0.020739,             0.53814,             0.75749,             0.64779,             0.57582,             0.01537,           0.0047456,            0.016348,            0.004555,            0.004555,            0.004555
                 167,            0.022393,            0.012053,            0.020466,             0.53986,             0.75759,             0.64838,             0.57659,            0.015351,           0.0047417,            0.016337,            0.004522,            0.004522,            0.004522
                 168,             0.02306,            0.012223,            0.020183,             0.53949,             0.75873,             0.64854,             0.57647,            0.015337,           0.0047401,            0.016334,            0.004489,            0.004489,            0.004489
                 169,             0.02132,            0.012146,            0.020677,             0.54083,             0.75836,             0.64864,             0.57699,            0.015325,           0.0047377,            0.016325,            0.004456,            0.004456,            0.004456
                 170,            0.021764,            0.012143,            0.020288,             0.54041,             0.76097,             0.64903,             0.57723,            0.015312,           0.0047353,            0.016307,            0.004423,            0.004423,            0.004423
                 171,            0.021503,            0.012089,            0.019163,             0.54232,             0.75954,             0.64936,             0.57749,            0.015313,           0.0047313,            0.016295,             0.00439,             0.00439,             0.00439
                 172,            0.023195,            0.012133,            0.020708,             0.54207,             0.75888,             0.64997,             0.57814,            0.015304,           0.0047276,            0.016283,            0.004357,            0.004357,            0.004357
                 173,            0.021491,            0.012172,            0.020177,             0.54186,             0.75901,              0.6504,             0.57847,            0.015302,           0.0047262,            0.016272,            0.004324,            0.004324,            0.004324
                 174,            0.021541,            0.012133,            0.020463,             0.54127,             0.75737,             0.65034,             0.57866,            0.015299,           0.0047232,            0.016257,            0.004291,            0.004291,            0.004291
                 175,              0.0214,            0.012106,            0.019595,             0.54101,             0.75813,             0.65087,             0.57892,             0.01528,           0.0047203,            0.016254,            0.004258,            0.004258,            0.004258
                 176,            0.020581,            0.011993,            0.019986,             0.54208,             0.76051,             0.65111,              0.5792,            0.015265,           0.0047163,            0.016241,            0.004225,            0.004225,            0.004225
                 177,            0.021134,             0.01214,            0.019686,             0.54089,             0.76099,             0.65135,             0.57964,            0.015244,           0.0047123,            0.016229,            0.004192,            0.004192,            0.004192
                 178,            0.021478,            0.012022,            0.019855,             0.54079,              0.7628,             0.65105,             0.57925,            0.015236,           0.0047081,            0.016223,            0.004159,            0.004159,            0.004159
                 179,            0.022368,            0.012079,            0.020595,             0.54276,             0.76287,             0.65126,             0.57971,            0.015213,           0.0047041,            0.016217,            0.004126,            0.004126,            0.004126
                 180,            0.021442,            0.011971,            0.020819,              0.5429,              0.7628,             0.65146,             0.58013,            0.015185,           0.0047012,            0.016214,            0.004093,            0.004093,            0.004093
                 181,            0.021962,            0.012125,            0.020366,             0.54276,             0.76412,              0.6522,             0.58074,            0.015159,           0.0046972,             0.01622,             0.00406,             0.00406,             0.00406
                 182,             0.02168,            0.011871,             0.02118,             0.54134,             0.76375,             0.65243,             0.58101,            0.015144,           0.0046947,            0.016208,            0.004027,            0.004027,            0.004027
                 183,            0.021179,            0.012174,            0.020022,             0.54275,             0.76282,             0.65257,             0.58133,            0.015131,           0.0046898,            0.016192,            0.003994,            0.003994,            0.003994
                 184,            0.021228,            0.011802,            0.020198,             0.54179,             0.76147,               0.653,             0.58168,            0.015106,           0.0046869,             0.01618,            0.003961,            0.003961,            0.003961
                 185,            0.020825,            0.012056,            0.019021,             0.54152,             0.76051,             0.65306,             0.58181,             0.01509,           0.0046811,            0.016175,            0.003928,            0.003928,            0.003928
                 186,            0.021522,            0.012313,             0.01964,              0.5419,             0.75645,             0.65358,             0.58241,            0.015072,           0.0046757,            0.016162,            0.003895,            0.003895,            0.003895
                 187,            0.020427,            0.011854,            0.019854,             0.54048,             0.76546,             0.65371,              0.5826,            0.015059,            0.004671,            0.016154,            0.003862,            0.003862,            0.003862
                 188,            0.019846,            0.011966,            0.019784,             0.54128,             0.75928,             0.65402,             0.58339,            0.015043,           0.0046679,            0.016149,            0.003829,            0.003829,            0.003829
                 189,            0.020522,            0.011762,            0.019982,             0.54099,             0.76032,             0.65485,             0.58376,            0.015033,           0.0046625,            0.016134,            0.003796,            0.003796,            0.003796
                 190,            0.020971,            0.011927,            0.019977,             0.54138,             0.76008,             0.65504,             0.58395,            0.015014,           0.0046567,            0.016131,            0.003763,            0.003763,            0.003763
                 191,            0.020563,            0.011855,            0.019326,             0.54277,             0.75875,             0.65556,             0.58407,            0.015005,           0.0046515,            0.016138,             0.00373,             0.00373,             0.00373
                 192,            0.020966,            0.011929,            0.020099,             0.54257,             0.75671,             0.65602,              0.5848,             0.01498,            0.004649,            0.016143,            0.003697,            0.003697,            0.003697
                 193,            0.020018,            0.011842,            0.019802,             0.54273,             0.75938,             0.65606,             0.58503,            0.014966,           0.0046448,            0.016136,            0.003664,            0.003664,            0.003664
                 194,            0.021144,            0.011808,            0.019238,             0.54326,             0.75899,             0.65589,             0.58517,            0.014949,           0.0046397,            0.016125,            0.003631,            0.003631,            0.003631
                 195,            0.020568,            0.011978,             0.01946,             0.54419,             0.75894,             0.65628,             0.58567,            0.014941,            0.004635,            0.016114,            0.003598,            0.003598,            0.003598
                 196,            0.020623,            0.011783,            0.021147,             0.54786,             0.75803,             0.65682,             0.58614,            0.014914,           0.0046307,            0.016113,            0.003565,            0.003565,            0.003565
                 197,            0.020708,            0.011967,             0.01875,             0.54616,              0.7624,             0.65749,             0.58697,            0.014896,           0.0046255,            0.016109,            0.003532,            0.003532,            0.003532
                 198,            0.020552,            0.011919,            0.019798,             0.54617,             0.76117,             0.65796,              0.5877,            0.014875,           0.0046187,            0.016098,            0.003499,            0.003499,            0.003499
                 199,            0.020529,            0.012011,            0.019151,             0.54618,             0.76329,             0.65798,              0.5878,            0.014865,           0.0046142,            0.016087,            0.003466,            0.003466,            0.003466
                 200,            0.020537,            0.011782,            0.020179,             0.54629,             0.76529,              0.6585,             0.58818,            0.014843,            0.004611,            0.016077,            0.003433,            0.003433,            0.003433
                 201,            0.021009,            0.011805,            0.019351,             0.54573,             0.76635,             0.65861,             0.58824,            0.014819,           0.0046087,             0.01607,              0.0034,              0.0034,              0.0034
                 202,            0.020586,            0.011826,            0.018864,             0.54627,             0.76521,              0.6589,             0.58862,            0.014793,           0.0046057,            0.016059,            0.003367,            0.003367,            0.003367
                 203,            0.020267,            0.011761,            0.019204,             0.55057,             0.76336,             0.65905,             0.58859,            0.014778,           0.0046017,            0.016048,            0.003334,            0.003334,            0.003334
                 204,            0.019834,            0.011707,            0.018511,             0.54973,             0.76067,             0.65963,             0.58911,            0.014771,           0.0046007,             0.01603,            0.003301,            0.003301,            0.003301
                 205,            0.019367,            0.011725,            0.019282,             0.55153,             0.75281,             0.65994,             0.58952,            0.014759,           0.0045986,            0.015995,            0.003268,            0.003268,            0.003268
                 206,            0.020393,            0.011766,            0.019955,             0.55344,             0.75375,              0.6603,             0.58997,            0.014751,           0.0045967,            0.015975,            0.003235,            0.003235,            0.003235
                 207,            0.019813,            0.011604,            0.018658,             0.55436,             0.75514,             0.66098,             0.59061,            0.014751,            0.004594,            0.015974,            0.003202,            0.003202,            0.003202
                 208,            0.020353,            0.011734,            0.018814,             0.55352,              0.7559,             0.66126,              0.5908,            0.014745,           0.0045908,            0.015974,            0.003169,            0.003169,            0.003169
                 209,            0.020686,            0.011928,             0.01905,             0.55481,             0.75356,             0.66139,             0.59121,            0.014741,            0.004588,            0.015977,            0.003136,            0.003136,            0.003136
                 210,            0.019505,            0.011686,            0.019235,             0.55539,             0.75334,             0.66146,             0.59189,            0.014738,           0.0045847,            0.015978,            0.003103,            0.003103,            0.003103
                 211,            0.019688,            0.011809,             0.01863,             0.55745,             0.75211,             0.66169,             0.59229,            0.014735,           0.0045814,            0.015969,             0.00307,             0.00307,             0.00307
                 212,            0.019963,            0.011734,            0.019709,             0.55389,             0.75534,             0.66198,             0.59207,            0.014716,           0.0045771,             0.01596,            0.003037,            0.003037,            0.003037
                 213,            0.020065,            0.011657,            0.018844,             0.55478,             0.75398,             0.66218,             0.59223,            0.014698,           0.0045737,            0.015948,            0.003004,            0.003004,            0.003004
                 214,            0.019757,            0.011866,            0.019267,             0.55465,             0.75406,             0.66265,             0.59253,            0.014685,           0.0045701,            0.015929,            0.002971,            0.002971,            0.002971
                 215,            0.019786,            0.011643,            0.018437,             0.55443,             0.75238,              0.6629,             0.59282,            0.014665,           0.0045671,            0.015923,            0.002938,            0.002938,            0.002938
                 216,              0.0198,             0.01152,            0.018454,             0.55049,             0.75939,             0.66329,             0.59325,            0.014645,           0.0045655,            0.015921,            0.002905,            0.002905,            0.002905
                 217,            0.018943,            0.011571,            0.018725,              0.5485,             0.76669,             0.66404,               0.594,            0.014629,           0.0045622,            0.015921,            0.002872,            0.002872,            0.002872
                 218,            0.019346,            0.011619,             0.01873,             0.55034,              0.7647,             0.66434,             0.59439,            0.014609,           0.0045583,            0.015897,            0.002839,            0.002839,            0.002839
                 219,            0.020397,            0.011733,              0.0189,               0.554,             0.76269,             0.66466,             0.59449,            0.014598,           0.0045555,            0.015872,            0.002806,            0.002806,            0.002806
                 220,            0.018575,            0.011553,            0.018098,             0.55163,             0.76771,             0.66459,             0.59451,            0.014594,           0.0045529,            0.015848,            0.002773,            0.002773,            0.002773
                 221,            0.018464,            0.011405,            0.018128,             0.55054,             0.76845,             0.66468,             0.59456,            0.014581,           0.0045504,            0.015838,             0.00274,             0.00274,             0.00274
                 222,            0.019665,            0.011697,            0.018127,             0.54961,             0.76993,             0.66481,             0.59472,            0.014564,           0.0045493,            0.015819,            0.002707,            0.002707,            0.002707
                 223,            0.019681,            0.011586,            0.019061,             0.55001,             0.76795,             0.66541,             0.59534,            0.014547,           0.0045468,            0.015805,            0.002674,            0.002674,            0.002674
                 224,            0.018439,            0.011473,            0.018542,             0.54929,             0.77046,             0.66569,             0.59552,            0.014535,           0.0045431,            0.015789,            0.002641,            0.002641,            0.002641
                 225,            0.018812,            0.011302,            0.018934,             0.54901,             0.76883,             0.66606,             0.59607,            0.014515,           0.0045411,            0.015773,            0.002608,            0.002608,            0.002608
                 226,            0.018549,            0.011569,            0.017974,             0.54964,             0.77131,              0.6663,             0.59634,            0.014503,           0.0045379,             0.01576,            0.002575,            0.002575,            0.002575
                 227,            0.018879,            0.011368,             0.01853,             0.54987,             0.77367,             0.66669,             0.59712,            0.014481,           0.0045351,            0.015748,            0.002542,            0.002542,            0.002542
                 228,            0.018427,            0.011499,            0.017726,             0.54982,             0.77301,             0.66651,             0.59682,             0.01446,           0.0045318,            0.015742,            0.002509,            0.002509,            0.002509
                 229,            0.018486,            0.011506,            0.017514,             0.55039,             0.77294,             0.66672,              0.5973,            0.014437,           0.0045289,            0.015743,            0.002476,            0.002476,            0.002476
                 230,            0.018748,            0.011836,            0.017808,             0.55156,             0.77322,             0.66749,             0.59808,            0.014418,           0.0045259,            0.015731,            0.002443,            0.002443,            0.002443
                 231,            0.019203,            0.011433,            0.018264,             0.55291,              0.7716,             0.66829,             0.59892,            0.014404,           0.0045221,            0.015719,             0.00241,             0.00241,             0.00241
                 232,            0.018134,            0.011421,             0.01811,             0.55444,             0.77146,             0.66945,             0.60028,            0.014381,            0.004517,              0.0157,            0.002377,            0.002377,            0.002377
                 233,            0.017778,            0.011344,            0.017707,             0.55487,             0.77336,             0.66973,             0.60075,            0.014358,           0.0045123,            0.015683,            0.002344,            0.002344,            0.002344
                 234,            0.018124,            0.011319,            0.018063,             0.55393,             0.77394,             0.66969,             0.60053,            0.014338,           0.0045091,            0.015682,            0.002311,            0.002311,            0.002311
                 235,            0.018621,            0.011464,            0.018393,             0.55384,             0.77307,             0.66994,             0.60085,            0.014315,           0.0045061,            0.015689,            0.002278,            0.002278,            0.002278
                 236,            0.018091,            0.011349,            0.018375,             0.55436,             0.77437,             0.67018,             0.60109,            0.014292,           0.0045038,            0.015675,            0.002245,            0.002245,            0.002245
                 237,            0.018208,            0.011358,            0.017452,             0.55511,             0.77437,             0.67039,             0.60133,            0.014275,           0.0045008,            0.015658,            0.002212,            0.002212,            0.002212
                 238,            0.017889,            0.011191,            0.018309,             0.55598,              0.7697,             0.67102,             0.60168,            0.014267,           0.0044982,            0.015634,            0.002179,            0.002179,            0.002179
                 239,            0.018083,            0.011232,              0.0177,             0.55635,              0.7697,             0.67199,             0.60231,             0.01425,           0.0044952,            0.015614,            0.002146,            0.002146,            0.002146
                 240,            0.017998,            0.011134,            0.017798,             0.55615,             0.77228,             0.67194,             0.60259,            0.014236,           0.0044907,            0.015598,            0.002113,            0.002113,            0.002113
                 241,            0.017732,            0.011092,            0.017521,             0.55461,             0.77514,             0.67211,              0.6028,            0.014217,           0.0044878,            0.015583,             0.00208,             0.00208,             0.00208
                 242,             0.01703,            0.011176,            0.017135,             0.55466,             0.77602,              0.6722,             0.60281,            0.014197,           0.0044844,            0.015578,            0.002047,            0.002047,            0.002047
                 243,            0.017859,            0.011385,            0.016749,             0.55714,             0.76863,             0.67251,             0.60318,            0.014188,           0.0044825,            0.015564,            0.002014,            0.002014,            0.002014
                 244,            0.017596,            0.011142,            0.017678,             0.55918,             0.76674,             0.67284,             0.60328,            0.014179,            0.004479,            0.015547,            0.001981,            0.001981,            0.001981
                 245,            0.017884,            0.011243,            0.017967,             0.55866,             0.77163,             0.67332,             0.60369,            0.014171,           0.0044759,            0.015536,            0.001948,            0.001948,            0.001948
                 246,            0.018385,            0.011301,            0.017527,             0.55853,              0.7747,             0.67369,             0.60393,            0.014155,           0.0044712,            0.015525,            0.001915,            0.001915,            0.001915
                 247,            0.017754,              0.0111,            0.017648,             0.55806,             0.77617,             0.67362,             0.60436,            0.014141,           0.0044672,            0.015515,            0.001882,            0.001882,            0.001882
                 248,            0.017199,            0.010892,            0.016592,             0.56041,             0.77446,             0.67464,             0.60499,            0.014125,           0.0044646,            0.015506,            0.001849,            0.001849,            0.001849
                 249,            0.017416,            0.011075,            0.016781,             0.56171,             0.77141,             0.67485,              0.6051,            0.014114,            0.004463,            0.015496,            0.001816,            0.001816,            0.001816
                 250,            0.017867,            0.011066,            0.017549,             0.56173,             0.77157,             0.67519,             0.60561,            0.014106,           0.0044592,             0.01549,            0.001783,            0.001783,            0.001783
                 251,            0.017317,            0.011145,            0.016882,             0.56339,             0.77064,             0.67558,             0.60592,            0.014097,           0.0044553,            0.015477,             0.00175,             0.00175,             0.00175
                 252,             0.01726,            0.010966,            0.016671,             0.56293,             0.77253,             0.67581,             0.60647,            0.014072,            0.004451,            0.015469,            0.001717,            0.001717,            0.001717
                 253,            0.017213,            0.011002,             0.01655,             0.56363,             0.77281,             0.67619,              0.6071,            0.014061,           0.0044482,            0.015454,            0.001684,            0.001684,            0.001684
                 254,            0.017383,            0.011008,            0.016666,             0.56483,             0.77284,             0.67655,             0.60749,            0.014047,           0.0044455,             0.01543,            0.001651,            0.001651,            0.001651
                 255,            0.017211,            0.010983,            0.017416,             0.56446,             0.77566,             0.67723,             0.60785,            0.014038,           0.0044435,            0.015406,            0.001618,            0.001618,            0.001618
                 256,            0.017077,            0.011046,             0.01677,             0.56437,             0.77584,             0.67726,             0.60806,            0.014025,           0.0044418,            0.015392,            0.001585,            0.001585,            0.001585
                 257,            0.017213,            0.011002,            0.017254,             0.56271,             0.77681,             0.67765,             0.60862,            0.014023,           0.0044392,            0.015373,            0.001552,            0.001552,            0.001552
                 258,            0.016937,            0.011016,            0.016918,             0.56446,             0.77724,             0.67778,             0.60885,            0.014019,           0.0044369,            0.015352,            0.001519,            0.001519,            0.001519
                 259,            0.016658,            0.010945,            0.016726,             0.56592,             0.77687,             0.67818,             0.60916,            0.014015,           0.0044352,            0.015337,            0.001486,            0.001486,            0.001486
                 260,            0.016544,            0.010928,            0.016986,             0.56439,             0.77739,             0.67876,             0.60975,            0.014016,           0.0044322,            0.015315,            0.001453,            0.001453,            0.001453
                 261,            0.017439,            0.010876,            0.016703,             0.56596,             0.77721,             0.67862,             0.60972,            0.014003,           0.0044291,            0.015282,             0.00142,             0.00142,             0.00142
                 262,            0.016732,            0.010764,            0.016407,             0.56404,             0.78136,             0.67905,             0.60983,             0.01399,           0.0044263,            0.015254,            0.001387,            0.001387,            0.001387
                 263,             0.01675,            0.010889,            0.017081,             0.56338,             0.78063,             0.67928,             0.61028,            0.013965,           0.0044238,            0.015233,            0.001354,            0.001354,            0.001354
                 264,            0.016488,            0.010957,            0.016718,             0.56411,             0.77916,             0.67958,             0.61078,            0.013949,           0.0044211,            0.015223,            0.001321,            0.001321,            0.001321
                 265,            0.016558,            0.010891,            0.016921,             0.56305,             0.77698,             0.67994,             0.61106,            0.013934,           0.0044191,            0.015198,            0.001288,            0.001288,            0.001288
                 266,            0.015532,            0.010724,            0.016057,             0.56422,              0.7785,             0.68047,             0.61157,            0.013917,           0.0044162,            0.015183,            0.001255,            0.001255,            0.001255
                 267,            0.016679,            0.010917,            0.016566,             0.56532,             0.77584,             0.68089,               0.612,            0.013901,           0.0044132,            0.015169,            0.001222,            0.001222,            0.001222
                 268,            0.016944,            0.010811,            0.016071,             0.57008,             0.77079,             0.68146,             0.61268,            0.013898,           0.0044095,            0.015155,            0.001189,            0.001189,            0.001189
                 269,            0.015523,            0.010587,            0.016129,             0.57044,             0.77258,             0.68184,             0.61264,            0.013897,           0.0044072,            0.015142,            0.001156,            0.001156,            0.001156
                 270,            0.015697,            0.010541,            0.015688,             0.57084,             0.77382,             0.68215,             0.61301,            0.013886,           0.0044056,            0.015124,            0.001123,            0.001123,            0.001123
                 271,            0.015608,            0.010695,            0.015903,             0.57142,             0.77443,             0.68256,             0.61363,            0.013885,           0.0044036,            0.015112,             0.00109,             0.00109,             0.00109
                 272,            0.015708,            0.010508,            0.016289,             0.57255,             0.77538,             0.68262,             0.61406,            0.013879,           0.0044002,            0.015105,            0.001057,            0.001057,            0.001057
                 273,            0.015482,            0.010514,            0.015364,             0.57461,             0.77036,             0.68319,              0.6147,            0.013873,           0.0043972,            0.015084,            0.001024,            0.001024,            0.001024
                 274,             0.01572,            0.010767,            0.016158,             0.57534,             0.76923,             0.68379,             0.61537,            0.013873,           0.0043952,            0.015075,            0.000991,            0.000991,            0.000991
                 275,            0.015208,            0.010523,            0.015933,             0.57604,             0.76605,             0.68385,             0.61569,            0.013867,           0.0043924,            0.015076,            0.000958,            0.000958,            0.000958
                 276,             0.01538,            0.010415,            0.015548,             0.57672,             0.76879,             0.68426,             0.61573,            0.013859,           0.0043913,            0.015088,            0.000925,            0.000925,            0.000925
                 277,            0.015231,            0.010301,            0.015044,             0.57685,             0.77052,             0.68421,             0.61589,            0.013852,           0.0043904,            0.015103,            0.000892,            0.000892,            0.000892
                 278,            0.015362,            0.010454,            0.014899,             0.57849,             0.76795,             0.68472,             0.61645,            0.013842,           0.0043895,            0.015107,            0.000859,            0.000859,            0.000859
                 279,            0.014553,            0.010579,             0.01493,             0.58058,             0.76929,             0.68486,             0.61624,            0.013841,           0.0043884,            0.015106,            0.000826,            0.000826,            0.000826
                 280,            0.014871,            0.010448,            0.014416,             0.58036,             0.77304,             0.68553,              0.6166,            0.013836,           0.0043865,            0.015119,            0.000793,            0.000793,            0.000793
                 281,            0.015134,            0.010467,            0.015382,             0.58197,             0.77013,             0.68553,             0.61668,            0.013832,           0.0043835,            0.015118,             0.00076,             0.00076,             0.00076
                 282,            0.015023,            0.010381,            0.015051,             0.58366,             0.76859,             0.68609,             0.61714,            0.013822,           0.0043807,            0.015115,            0.000727,            0.000727,            0.000727
                 283,            0.014897,            0.010498,            0.014751,             0.58263,             0.76965,             0.68631,             0.61741,            0.013814,           0.0043786,            0.015119,            0.000694,            0.000694,            0.000694
                 284,             0.01455,            0.010366,            0.015615,             0.58393,             0.76851,             0.68643,             0.61755,            0.013813,           0.0043773,             0.01512,            0.000661,            0.000661,            0.000661
                 285,            0.014654,            0.010535,             0.01434,             0.58551,             0.76717,             0.68665,             0.61739,             0.01381,           0.0043754,            0.015129,            0.000628,            0.000628,            0.000628
                 286,             0.01447,            0.010448,            0.014249,             0.58748,             0.76656,             0.68682,             0.61808,            0.013812,           0.0043729,            0.015142,            0.000595,            0.000595,            0.000595
                 287,            0.014642,            0.010361,            0.015633,             0.58827,             0.76457,             0.68687,             0.61821,            0.013806,           0.0043702,            0.015156,            0.000562,            0.000562,            0.000562
                 288,            0.014754,            0.010328,            0.015342,             0.58551,             0.77163,              0.6872,             0.61818,            0.013802,           0.0043684,            0.015165,            0.000529,            0.000529,            0.000529
                 289,            0.013979,            0.010216,            0.014387,             0.58622,             0.76954,             0.68757,             0.61849,            0.013799,           0.0043664,            0.015171,            0.000496,            0.000496,            0.000496
                 290,            0.013826,             0.01022,            0.013753,             0.58691,             0.76709,             0.68761,             0.61864,            0.013792,            0.004364,            0.015183,            0.000463,            0.000463,            0.000463
                 291,            0.014141,            0.010156,            0.014545,             0.58731,             0.76857,             0.68832,             0.61926,            0.013786,           0.0043609,            0.015201,             0.00043,             0.00043,             0.00043
                 292,            0.013605,            0.010273,            0.014058,             0.58619,             0.76793,             0.68819,              0.6194,             0.01378,           0.0043588,            0.015217,            0.000397,            0.000397,            0.000397
                 293,            0.014186,            0.010172,            0.013927,             0.58582,              0.7694,             0.68794,             0.61954,            0.013777,           0.0043571,            0.015239,            0.000364,            0.000364,            0.000364
                 294,            0.014228,             0.01023,            0.013745,             0.58562,             0.76868,             0.68777,             0.61963,            0.013772,            0.004355,            0.015263,            0.000331,            0.000331,            0.000331
                 295,            0.013631,            0.010199,            0.014008,             0.58566,             0.76961,             0.68805,             0.61985,            0.013768,           0.0043533,            0.015282,            0.000298,            0.000298,            0.000298
                 296,            0.013993,            0.010214,            0.013742,             0.58698,             0.76985,              0.6881,             0.61995,            0.013755,           0.0043516,            0.015309,            0.000265,            0.000265,            0.000265
                 297,            0.013466,            0.010083,            0.013728,             0.58654,             0.77084,             0.68817,             0.62011,            0.013747,             0.00435,             0.01534,            0.000232,            0.000232,            0.000232
                 298,            0.013855,            0.010162,            0.014933,             0.58469,              0.7725,             0.68869,             0.62065,             0.01374,           0.0043493,            0.015367,            0.000199,            0.000199,            0.000199
                 299,            0.013673,           0.0098048,            0.013449,             0.58444,              0.7754,             0.68841,             0.62028,            0.013735,           0.0043486,            0.015401,            0.000166,            0.000166,            0.000166
